ContextReferenceClass,ContextReferenceId,LinkClass,LinkClassId,Name,Amount,Unit,CreateTS,ModifiedTS,ClassName,RecordId,Trans1,Trans2,Trans3,OccGlobalId,OccIdentifier
wt.part.WTPart,97828,wt.part.WTPartUsageLink,128024,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128217,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1258,647
wt.part.WTPart,97756,wt.part.WTPartUsageLink,127947,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128218,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1381,473
wt.part.WTPart,97709,wt.part.WTPartUsageLink,127999,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128219,0,0,0,680906748-1364429139245-598340657-243-13-253-132:866,613
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127899,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128220,0,0,0,680906748-1364429139245-598340657-243-13-253-132:885,365
wt.part.WTPart,97662,wt.part.WTPartUsageLink,127937,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128221,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1295,453
wt.part.WTPart,97747,wt.part.WTPartUsageLink,127838,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128222,-1.8932109103410668E-2,9.0898586627032509E-3,0.19400000000000001,680906748-1364429139245-598340657-243-13-253-132:783,196
wt.part.WTPart,97858,wt.part.WTPartUsageLink,127852,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128223,-0.031,-3.827021247335479E-19,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:1389,258
wt.part.WTPart,97717,wt.part.WTPartUsageLink,127924,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128224,9.9999999999999996E-24,9.9999999999999996E-24,-1.5305572256901484E-2,680906748-1364429139245-598340657-243-13-253-132:1092,426
wt.part.WTPart,97640,wt.part.WTPartUsageLink,127921,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128225,-7.3220072131802136E-2,0,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:985,422
wt.part.WTPart,97755,wt.part.WTPartUsageLink,128036,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128226,0,0,0,680906748-1364429139245-598340657-243-13-253-132:869,678
wt.part.WTPart,97717,wt.part.WTPartUsageLink,127766,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128227,6.1232339957367664E-24,0,-9.2499999999999999E-2,680906748-1364429139245-598340657-243-13-253-132:1057,74
wt.part.WTPart,97748,wt.part.WTPartUsageLink,127977,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128228,3.8767660042632332E-24,0.0571411,4.0204066241915916E-19,680906748-1364429139245-598340657-243-13-253-132:811,570
wt.part.WTPart,97677,wt.part.WTPartUsageLink,127843,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128229,0,0,0,680906748-1364429139245-598340657-243-13-253-132:819,208
wt.part.WTPart,97717,wt.part.WTPartUsageLink,128000,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128230,6.1232339957367664E-24,0,4.0123847988240952E-2,680906748-1364429139245-598340657-243-13-253-132:1146,614
wt.part.WTPart,97765,wt.part.WTPartUsageLink,127972,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128231,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1151,560
wt.part.WTPart,97660,wt.part.WTPartUsageLink,127860,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128232,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1222,290
wt.part.WTPart,97747,wt.part.WTPartUsageLink,127838,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128233,-0.01893214434157682,9.0900244452407301E-3,-1.8000000000000002E-2,680906748-1364429139245-598340657-243-13-253-132:843,197
wt.part.WTPart,97660,wt.part.WTPartUsageLink,127860,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128234,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1337,277
wt.part.WTPart,97772,wt.part.WTPartUsageLink,128012,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128235,0,0,0,680906748-1364429139245-598340657-243-13-253-132:969,628
wt.part.WTPart,97813,wt.part.WTPartUsageLink,127820,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128236,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1144,155
wt.part.WTPart,97837,wt.part.WTPartUsageLink,127904,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128237,-0.25900000000000001,-2.2499999999999999E-2,0.10200000000000001,680906748-1364429139245-598340657-243-13-253-132:1369,392
wt.part.WTPart,97865,wt.part.WTPartUsageLink,127776,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128238,-0.04250678740040266,0.12,7.9000000000000001E-2,680906748-1364429139245-598340657-243-13-253-132:1115,85
wt.part.WTPart,97705,wt.part.WTPartUsageLink,127961,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128239,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1172,499
wt.part.WTPart,97717,wt.part.WTPartUsageLink,127994,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128240,6.1232339957367664E-24,0,8.5500000000000007E-2,680906748-1364429139245-598340657-243-13-253-132:870,606
wt.part.WTPart,97717,wt.part.WTPartUsageLink,128037,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128241,9.9999999999999996E-24,9.9999999999999996E-24,-4.4999999999999998E-2,680906748-1364429139245-598340657-243-13-253-132:918,685
wt.part.WTPart,97765,wt.part.WTPartUsageLink,127972,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128242,0,0,0,680906748-1364429139245-598340657-243-13-253-132:915,543
wt.part.WTPart,97748,wt.part.WTPartUsageLink,127923,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128243,9.9999999999999996E-24,9.5750000000000002E-2,4.0204066241915916E-19,680906748-1364429139245-598340657-243-13-253-132:1042,424
wt.part.WTPart,97662,wt.part.WTPartUsageLink,127937,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128244,0,0,0,680906748-1364429139245-598340657-243-13-253-132:976,463
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127899,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128245,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1353,381
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127810,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128246,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1238,140
wt.part.WTPart,97697,wt.part.WTPartUsageLink,127963,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128247,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1310,520
wt.part.WTPart,97607,wt.part.WTPartUsageLink,127979,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128248,9.9999999999999996E-24,9.5750000000000002E-2,4.0204066241915916E-19,680906748-1364429139245-598340657-243-13-253-132:1219,574
wt.part.WTPart,97837,wt.part.WTPartUsageLink,127978,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128249,-0.40375,8.9260000000000006E-2,6.5000000000000006E-3,680906748-1364429139245-598340657-243-13-253-132:1293,573
wt.part.WTPart,97765,wt.part.WTPartUsageLink,127972,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128250,0,0,0,680906748-1364429139245-598340657-243-13-253-132:893,563
wt.part.WTPart,97606,wt.part.WTPartUsageLink,127964,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128251,0,0,0,680906748-1364429139245-598340657-243-13-253-132:889,523
wt.part.WTPart,97658,wt.part.WTPartUsageLink,127942,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128252,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1265,468
wt.part.WTPart,97813,wt.part.WTPartUsageLink,127820,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128253,0,0,0,680906748-1364429139245-598340657-243-13-253-132:897,153
wt.part.WTPart,97717,wt.part.WTPartUsageLink,127889,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128254,-1.5845593067913833E-24,1.8884042465472234E-24,7.6249999999999998E-2,680906748-1364429139245-598340657-243-13-253-132:952,343
wt.part.WTPart,97632,wt.part.WTPartUsageLink,128023,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128255,-5.7000000000000002E-2,0,0,680906748-1364429139245-598340657-243-13-253-132:1255,643
wt.part.WTPart,97747,wt.part.WTPartUsageLink,127851,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128256,-8.5100862197135155E-2,-0.29459493906104128,-0.25049999999999994,680906748-1364429139245-598340657-243-13-253-132:1322,257
wt.part.WTPart,97837,wt.part.WTPartUsageLink,127949,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128257,-4.3000000000000003E-2,-2.3762499999999999E-2,0.03290896534380866,680906748-1364429139245-598340657-243-13-253-132:806,479
wt.part.WTPart,97756,wt.part.WTPartUsageLink,127948,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128258,-0.55563789005691255,6.5373931382187299E-17,-8.2741130686612374E-17,680906748-1364429139245-598340657-243-13-253-132:827,474
wt.part.WTPart,97813,wt.part.WTPartUsageLink,127820,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128259,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1300,168
wt.part.WTPart,97793,wt.part.WTPartUsageLink,127895,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128260,0,0,0,680906748-1364429139245-598340657-243-13-253-132:894,352
wt.part.WTPart,97660,wt.part.WTPartUsageLink,127860,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128261,0,0,0,680906748-1364429139245-598340657-243-13-253-132:800,288
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127899,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128262,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1056,373
wt.part.WTPart,97701,wt.part.WTPartUsageLink,127846,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128263,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1291,230
wt.part.WTPart,97865,wt.part.WTPartUsageLink,127826,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128264,-0.04250678740040266,0.124,0,680906748-1364429139245-598340657-243-13-253-132:1240,181
wt.part.WTPart,97705,wt.part.WTPartUsageLink,127961,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128265,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1351,508
wt.part.WTPart,97752,wt.part.WTPartUsageLink,128016,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128266,0,-0.12,0.17150000000000001,680906748-1364429139245-598340657-243-13-253-132:1259,632
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127899,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128267,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1120,372
wt.part.WTPart,97640,wt.part.WTPartUsageLink,127781,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128268,8.0000000000000002E-2,0.10669598788493638,0.10669598788493637,680906748-1364429139245-598340657-243-13-253-132:883,91
wt.part.WTPart,97813,wt.part.WTPartUsageLink,127820,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128269,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1367,157
wt.part.WTPart,97598,wt.part.WTPartUsageLink,127868,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128270,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1341,302
wt.part.WTPart,97736,wt.part.WTPartUsageLink,127985,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128271,0,0,0,680906748-1364429139245-598340657-243-13-253-132:886,597
wt.part.WTPart,97757,wt.part.WTPartUsageLink,127986,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128272,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1059,598
wt.part.WTPart,97623,wt.part.WTPartUsageLink,127991,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128273,9.9999999999999996E-24,0.04138,9.9999999999999981E-24,680906748-1364429139245-598340657-243-13-253-132:831,603
wt.part.WTPart,97658,wt.part.WTPartUsageLink,127982,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128274,0,0,0,680906748-1364429139245-598340657-243-13-253-132:844,585
wt.part.WTPart,97826,wt.part.WTPartUsageLink,127803,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128275,8.5000000000000006E-3,0,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:813,130
wt.part.WTPart,97697,wt.part.WTPartUsageLink,127794,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128276,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1123,111
wt.part.WTPart,97741,wt.part.WTPartUsageLink,127954,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128277,1.7500000000000002E-2,0,0,680906748-1364429139245-598340657-243-13-253-132:967,485
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127899,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128278,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1087,379
wt.part.WTPart,97695,wt.part.WTPartUsageLink,127845,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128279,1.5100000000000023E-2,0.66849999999999998,-5.0439999999999999E-2,680906748-1364429139245-598340657-243-13-253-132:1138,223
wt.part.WTPart,97741,wt.part.WTPartUsageLink,127823,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128280,8.1000000000000003E-2,0,0,680906748-1364429139245-598340657-243-13-253-132:977,172
wt.part.WTPart,97837,wt.part.WTPartUsageLink,128026,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128281,-0.25900000000000001,0.214,0.10200000000000001,680906748-1364429139245-598340657-243-13-253-132:874,663
wt.part.WTPart,97755,wt.part.WTPartUsageLink,128036,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128282,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1174,679
wt.part.WTPart,97697,wt.part.WTPartUsageLink,127794,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128283,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1073,116
wt.part.WTPart,97637,wt.part.WTPartUsageLink,127885,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128284,3.6999999999999998E-2,0,0,680906748-1364429139245-598340657-243-13-253-132:1329,331
wt.part.WTPart,97717,wt.part.WTPartUsageLink,127801,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128285,9.9999999999999996E-24,9.9999999999999996E-24,9.9999999999999996E-24,680906748-1364429139245-598340657-243-13-253-132:1304,128
wt.part.WTPart,97739,wt.part.WTPartUsageLink,127958,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128286,-0.0015,0,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:1342,492
wt.part.WTPart,97741,wt.part.WTPartUsageLink,128052,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128287,-3.6000000000000004E-2,0,0,680906748-1364429139245-598340657-243-13-253-132:803,705
wt.part.WTPart,97793,wt.part.WTPartUsageLink,127895,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128288,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1021,358
wt.part.WTPart,97837,wt.part.WTPartUsageLink,127901,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128289,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1177,389
wt.part.WTPart,97736,wt.part.WTPartUsageLink,127975,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128290,-2.1984416521892741E-3,2.1641232614365435E-4,0,680906748-1364429139245-598340657-243-13-253-132:1034,568
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127987,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128291,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1314,599
wt.part.WTPart,97726,wt.part.WTPartUsageLink,127893,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128292,0,0,-0.255,680906748-1364429139245-598340657-243-13-253-132:1132,347
wt.part.WTPart,97756,wt.part.WTPartUsageLink,127878,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128293,-1.6990378900569127,9.9999999999999996E-24,9.9999999999999996E-24,680906748-1364429139245-598340657-243-13-253-132:1277,312
wt.part.WTPart,97662,wt.part.WTPartUsageLink,127937,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128294,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1332,461
wt.part.WTPart,97632,wt.part.WTPartUsageLink,128023,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128295,2.0500000000000001E-2,0,0,680906748-1364429139245-598340657-243-13-253-132:1327,642
wt.part.WTPart,97793,wt.part.WTPartUsageLink,127895,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128296,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1221,349
wt.part.WTPart,97808,wt.part.WTPartUsageLink,127952,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128297,2.6000000000000002E-2,9.9999999999999996E-24,9.9999999999999996E-24,680906748-1364429139245-598340657-243-13-253-132:848,483
wt.part.WTPart,97660,wt.part.WTPartUsageLink,127860,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128298,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1201,286
wt.part.WTPart,97752,wt.part.WTPartUsageLink,128003,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128299,5.2215414913356697E-2,0.06016751988322349,0.23950000000000002,680906748-1364429139245-598340657-243-13-253-132:1142,618
wt.part.WTPart,97662,wt.part.WTPartUsageLink,127937,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128300,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1070,455
wt.part.WTPart,97837,wt.part.WTPartUsageLink,127949,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128301,-4.3000000000000003E-2,0.0142375,0.03290896534380866,680906748-1364429139245-598340657-243-13-253-132:1136,477
wt.part.WTPart,97695,wt.part.WTPartUsageLink,127818,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128302,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1015,149
wt.part.WTPart,97726,wt.part.WTPartUsageLink,127827,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128303,-1.2858791391047209E-18,0,6.0499999999999998E-2,680906748-1364429139245-598340657-243-13-253-132:948,183
wt.part.WTPart,97637,wt.part.WTPartUsageLink,127885,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128304,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1408,332
wt.part.WTPart,97793,wt.part.WTPartUsageLink,127895,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128305,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1397,353
wt.part.WTPart,97828,wt.part.WTPartUsageLink,128024,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128306,0,0,0,680906748-1364429139245-598340657-243-13-253-132:951,645
wt.part.WTPart,97752,wt.part.WTPartUsageLink,127896,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128307,-7.8672963607374705E-2,0.1050432391725874,0.23950000000000002,680906748-1364429139245-598340657-243-13-253-132:1188,361
wt.part.WTPart,97739,wt.part.WTPartUsageLink,127932,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128308,0.188,0,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:826,440
wt.part.WTPart,97837,wt.part.WTPartUsageLink,127797,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128309,-0.30375000000000002,0.14300000000000002,8.6000000000000007E-2,680906748-1364429139245-598340657-243-13-253-132:1000,124
wt.part.WTPart,97807,wt.part.WTPartUsageLink,128019,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128310,0,0,0,680906748-1364429139245-598340657-243-13-253-132:850,635
wt.part.WTPart,97606,wt.part.WTPartUsageLink,127808,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128311,0,0,0,680906748-1364429139245-598340657-243-13-253-132:925,137
wt.part.WTPart,97813,wt.part.WTPartUsageLink,127820,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128312,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1268,156
wt.part.WTPart,97826,wt.part.WTPartUsageLink,127842,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128313,-2.8500000000000001E-2,-6.1232339957367664E-24,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:784,202
wt.part.WTPart,97623,wt.part.WTPartUsageLink,127918,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128314,3.8767660042632332E-24,3.6999999999999998E-2,1.6123233995736766E-23,680906748-1364429139245-598340657-243-13-253-132:1350,418
wt.part.WTPart,97755,wt.part.WTPartUsageLink,128036,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128315,0,0,0,680906748-1364429139245-598340657-243-13-253-132:954,683
wt.part.WTPart,97752,wt.part.WTPartUsageLink,127813,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128316,-6.1232339957367657E-24,-8.9999999999999997E-2,0.23150000000000001,680906748-1364429139245-598340657-243-13-253-132:1046,143
wt.part.WTPart,97717,wt.part.WTPartUsageLink,128006,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128317,9.9999999999999996E-24,9.9999999999999996E-24,-0.14250000000000002,680906748-1364429139245-598340657-243-13-253-132:817,622
wt.part.WTPart,97752,wt.part.WTPartUsageLink,127798,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128318,0,-8.9999999999999997E-2,0.2555,680906748-1364429139245-598340657-243-13-253-132:922,125
wt.part.WTPart,97660,wt.part.WTPartUsageLink,127860,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128319,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1031,278
wt.part.WTPart,97705,wt.part.WTPartUsageLink,127961,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128320,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1075,514
